GenomeName,A_content,T_content,G_content,C_content,Size
g__Streptococcus.s__Streptococcus_sp_GMD6S,610606,445683,389903,561860,2008052
g__Streptococcus.s__Streptococcus_sp_HPH0090,483841,335600,292321,450454,1562216
g__Streptococcus.s__Streptococcus_sp_I_G2,510611,389312,348474,472571,1720968
g__Streptococcus.s__Streptococcus_sp_I_P16,524017,400034,358168,487664,1769883
g__Streptococcus.s__Streptococcus_sp_M143,500784,374418,330486,470710,1676398
g__Streptococcus.s__Streptococcus_sp_M334,586673,411196,348801,546608,1893278
g__Streptococcus.s__Streptococcus_sp_oral_taxon_056,511760,371574,304821,491632,1679787
g__Streptococcus.s__Streptococcus_sp_oral_taxon_058,502997,374022,328990,470196,1676205
g__Streptococcus.s__Streptococcus_sp_oral_taxon_071,539846,396634,347953,500571,1785004
g__Streptococcus.s__Streptococcus_sp_SK140,519879,363143,316820,487063,1686905
g__Streptococcus.s__Streptococcus_sp_SK643,512179,356758,303729,482114,1654780
g__Streptococcus.s__Streptococcus_suis,2273035,1717409,1485627,2103661,7579420
g__Streptococcus.s__Streptococcus_thermophilus,706774,483508,414252,693722,2298202
g__Streptococcus.s__Streptococcus_thoraltensis,603377,408921,352075,574233,1938375
g__Streptococcus.s__Streptococcus_tigurinus,1053565,766038,664503,971718,3455824
g__Streptococcus.s__Streptococcus_uberis,524179,320428,276401,489689,1610697
g__Streptococcus.s__Streptococcus_urinalis,676186,370876,304660,605713,1957435
g__Streptococcus.s__Streptococcus_vestibularis,618951,442962,383494,607432,2052839
g__Streptomyces.s__Streptomyces_acidiscabies,1388717,3277086,3436168,1345267,9447016
g__Streptomyces.s__Streptomyces_albulus,1091491,2705401,2955040,1048694,7800626
g__Streptomyces.s__Streptomyces_albus,803739,2040181,2315611,771108,5930639
g__Streptomyces.s__Streptomyces_auratus,948103,2306982,2457559,927206,6639850
g__Streptomyces.s__Streptomyces_avermitilis,1141927,2681281,2821048,1089996,7734252
g__Streptomyces.s__Streptomyces_bingchenggensis,1499704,3557324,3737741,1446607,10241376
g__Streptomyces.s__Streptomyces_bottropensis,1139220,2707265,2882559,1082761,7811265
g__Streptomyces.s__Streptomyces_canus,1309480,3004365,3209824,1248194,8771833
g__Streptomyces.s__Streptomyces_cattleya,754865,1967469,2104368,739210,5565912
g__Streptomyces.s__Streptomyces_chartreusis,2000904,4768714,5031382,1912257,13713230
g__Streptomyces.s__Streptomyces_clavuligerus,1119907,2820789,3009171,1099151,8048988
g__Streptomyces.s__Streptomyces_coelicoflavus,1050760,2565099,2745662,997058,7358579
g__Streptomyces.s__Streptomyces_coelicolor,1076191,2675622,2855929,1025948,7633690
g__Streptomyces.s__Streptomyces_collinus,905748,2323798,2500571,877116,6607233
g__Streptomyces.s__Streptomyces_davawensis,1252569,2908434,3109440,1197072,8467515
g__Streptomyces.s__Streptomyces_filamentosus,989017,2394881,2535395,952173,6871466
g__Streptomyces.s__Streptomyces_flavogriseus,929330,2204361,2336907,890866,6361464
g__Streptomyces.s__Streptomyces_fulvissimus,1008329,2421054,2596389,956104,6981876
g__Streptomyces.s__Streptomyces_gancidicus,876349,2248688,2369064,844005,6337995
g__Streptomyces.s__Streptomyces_ghanaensis,989974,2454640,2604152,950836,6999602
g__Streptomyces.s__Streptomyces_globisporus,951623,2309024,2463776,908049,6632472
g__Streptomyces.s__Streptomyces_griseoaurantiacus,920678,2338365,2523191,881489,6663723
g__Streptomyces.s__Streptomyces_griseoflavus,882806,2145047,2263519,840175,6131547
g__Streptomyces.s__Streptomyces_griseus,1160685,2852279,3055997,1110333,8179294
g__Streptomyces.s__Streptomyces_himastatinicus,1319957,3177093,3330293,1277386,9104729
g__Streptomyces.s__Streptomyces_hygroscopicus,1175482,2909668,3128474,1127060,8340681
g__Streptomyces.s__Streptomyces_ipomoeae,1325017,2985928,3184952,1246914,8742811
g__Streptomyces.s__Streptomyces_lividans,1088227,2704001,2883080,1039993,7715052
g__Streptomyces.s__Streptomyces_mobaraensis,857620,2280584,2446952,846389,6431545
g__Streptomyces.s__Streptomyces_niveus,1096462,2575080,2689487,1040904,7401933
g__Streptomyces.s__Streptomyces_pristinaespiralis,954275,2231399,2364214,903130,6453018
g__Streptomyces.s__Streptomyces_prunicolor,1530427,3386346,3646744,1449414,10012931
g__Streptomyces.s__Streptomyces_purpureus,915180,2185143,2398312,875356,6373976
g__Streptomyces.s__Streptomyces_rapamycinicus,1463574,3588195,3697051,1456382,10202913
g__Streptomyces.s__Streptomyces_rimosus,1137410,2799695,2958951,1083040,7979096
g__Streptomyces.s__Streptomyces_roseochromogenes,1180054,2733342,2931123,1132053,7976569
g__Streptomyces.s__Streptomyces_scabiei,1264140,3022069,3243843,1199468,8729520
g__Streptomyces.s__Streptomyces_scabrisporus,1333168,3243822,3299506,1323756,9199550
g__Streptomyces.s__Streptomyces_somaliensis,570229,1561250,1634282,556471,4322232
g__Streptomyces.s__Streptomyces_sp_303MFCol5_2,1169865,2827161,3009034,1130098,8136158
g__Streptomyces.s__Streptomyces_sp_351MFTsu5_1,1181519,2777636,2982367,1122037,8063559
g__Streptomyces.s__Streptomyces_sp_AA0539,677648,1773264,1870253,661382,4982547
g__Streptomyces.s__Streptomyces_sp_AA1529,834815,2147501,2200909,792481,5975706
g__Streptomyces.s__Streptomyces_sp_AA4,1221244,2860752,2811258,1202783,8096037
g__Streptomyces.s__Streptomyces_sp_Amel2xE9,942881,2397699,2585413,897024,6822687
g__Streptomyces.s__Streptomyces_sp_ATexAB_D23,979395,2373611,2553614,930115,6836342
g__Streptomyces.s__Streptomyces_sp_BoleA5,998332,2525367,2707165,975489,7206005
g__Streptomyces.s__Streptomyces_sp_CcalMP_8W,923460,2322211,2490769,886122,6622187
g__Streptomyces.s__Streptomyces_sp_C,959926,2384964,2622819,913058,6880767
g__Streptomyces.s__Streptomyces_sp_CNB091,996355,2431282,2583916,959004,6970557
g__Streptomyces.s__Streptomyces_sp_CNQ766,987374,2667378,2776015,936977,7367744
g__Streptomyces.s__Streptomyces_sp_CNS335,993320,2678169,2787993,941516,7400998
g__Streptomyces.s__Streptomyces_sp_CNS615,842756,2149199,2247206,820626,6059787
g__Streptomyces.s__Streptomyces_sp_CNT302,826650,2096774,2185618,801395,5910437
g__Streptomyces.s__Streptomyces_sp_CNT372,736404,1920223,2063833,717023,5437483
g__Streptomyces.s__Streptomyces_sp_CNY228,794736,2037044,2323421,764103,5919304
g__Streptomyces.s__Streptomyces_sp_CNY243,978809,2648849,2753650,929761,7311069
g__Streptomyces.s__Streptomyces_sp_DvalAA_83,900661,2207226,2347262,868482,6323313
g__Streptomyces.s__Streptomyces_sp_e14,830562,2066639,2229694,787932,5914827
g__Streptomyces.s__Streptomyces_sp_FxanaC1,947200,2270022,2412046,923445,6552461
g__Streptomyces.s__Streptomyces_sp_FxanaD5,906925,2276497,2384462,868789,6436496
g__Streptomyces.s__Streptomyces_sp_GBA_94_10,812355,2038487,2308401,777565,5936808
g__Streptomyces.s__Streptomyces_sp_HCCB10043,778209,1797594,1900066,735095,5210964
g__Streptomyces.s__Streptomyces_sp_HGB0020,1222566,2829863,3037984,1155985,8246398
g__Streptomyces.s__Streptomyces_sp_HmicA12,1153966,2755985,2928653,1102875,7941338
g__Streptomyces.s__Streptomyces_sp_HPH0547,937867,2363864,2477766,880173,6659667
g__Streptomyces.s__Streptomyces_sp_KhCrAH_244,1009274,2437637,2643386,947291,7037093
g__Streptomyces.s__Streptomyces_sp_KhCrAH_340,999383,2419295,2622510,939394,6980381
g__Streptomyces.s__Streptomyces_sp_LaPpAH_108,826702,2025807,2194604,801473,5848565
g__Streptomyces.s__Streptomyces_sp_LaPpAH_165,942206,2313158,2487517,897577,6640323
g__Streptomyces.s__Streptomyces_sp_LaPpAH_202,800511,2047333,2337394,768217,5952990
g__Streptomyces.s__Streptomyces_sp_LaPpAH_95,940682,2308564,2483431,895493,6628026
g__Streptomyces.s__Streptomyces_sp_Mg1,878309,2082359,2242575,835064,6038307
g__Streptomyces.s__Streptomyces_sp_MspMP_M5,990222,2437412,2652025,957449,7036847
g__Streptomyces.s__Streptomyces_sp_PAMC26508,967466,2283992,2425248,925406,6602112
g__Streptomyces.s__Streptomyces_sp_PsTaAH_124,1015453,2630555,2841864,985520,7473230
g__Streptomyces.s__Streptomyces_sp_PVA_94_07,802962,2021647,2289288,770079,5883976
g__Streptomyces.s__Streptomyces_sp_R1_NS_10,1528308,3445924,3752807,1450379,10177418
g__Streptomyces.s__Streptomyces_sp_S4,860048,2171695,2472693,820600,6325036
g__Streptomyces.s__Streptomyces_sp_SA3_actF,792369,1996491,2181816,752471,5723138
g__Streptomyces.s__Streptomyces_sp_SA3_actG,842354,2149990,2359455,802275,6154074
g__Streptomyces.s__Streptomyces_sp_ScaeMP_e10,993230,2414501,2585030,948229,6940732
g__Streptomyces.s__Streptomyces_sp_SirexAA_E,913909,2233965,2372109,879099,6399082
g__Streptomyces.s__Streptomyces_sp_SM8,830333,2095233,2384846,792408,6102796
g__Streptomyces.s__Streptomyces_sp_SPB74,714139,1784875,1952645,676515,5128174
g__Streptomyces.s__Streptomyces_sp_SPB78,793755,1980566,2156212,751480,5682013
g__Streptomyces.s__Streptomyces_sp_SS,908042,2211168,2497874,866316,6483400
g__Streptomyces.s__Streptomyces_sp_TOR3209,946948,2410835,2579612,912516,6849911
g__Streptomyces.s__Streptomyces_sp_W007,1100284,2650592,2813585,1054183,7618644
g__Streptomyces.s__Streptomyces_sp_Wigar10,675819,1642810,1733549,644419,4696594
g__Streptomyces.s__Streptomyces_sulphureus,1387594,3421727,3666853,1325867,9802041
g__Streptomyces.s__Streptomyces_sviceus,1161490,2646388,2832410,1102492,7742780
g__Streptomyces.s__Streptomyces_tsukubaensis,929281,2247421,2397814,902797,6477313
g__Streptomyces.s__Streptomyces_turgidiscabies,1440282,3206169,3420565,1350765,9417781
g__Streptomyces.s__Streptomyces_venezuelae,1034827,2540904,2855532,987670,7418066
g__Streptomyces.s__Streptomyces_violaceusniger,2018031,5057451,5251458,1963180,14290120
g__Streptomyces.s__Streptomyces_viridochromogenes,1094744,2610721,2746709,1045487,7497661
g__Streptomyces.s__Streptomyces_viridosporus,948638,2406403,2553638,916861,6825510
g__Streptomyces.s__Streptomyces_vitaminophilus,759747,1921696,1968577,734447,5384032
g__Streptomyces.s__Streptomyces_xinghaiensis,745154,1850368,1974185,712240,5281947
g__Streptomyces.s__Streptomyces_zinciresistens,969812,2439497,2610696,931526,6951531
g__Streptosporangium.s__Streptosporangium_roseum,1260974,3088402,3213758,1260449,8823583
g__Subdoligranulum.s__Subdoligranulum_sp_4_3_54A2FAA,812277,1105510,972764,747043,3637594
g__Subdoligranulum.s__Subdoligranulum_variabile,633976,878969,861892,589887,2964724
g__Succinatimonas.s__Succinatimonas_hippei,593425,440407,397738,597377,2028947
g__Succinimonas.s__Succinimonas_amylolytica,776253,771413,692487,738999,2979152
g__Succinispira.s__Succinispira_mobilis,615821,396854,287008,560907,1860590
g__Succinivibrionaceae_noname.s__Succinivibrionaceae_bacterium_WG_1,703557,358939,280305,638873,1981674
g__Suipoxvirus.s__Swinepox_virus,54300,21262,16983,45887,138432
g__Sulfitobacter.s__Sulfitobacter_sp_EE_36,627749,1007657,949551,628694,3213651
g__Sulfitobacter.s__Sulfitobacter_sp_NAS_14_1,694817,1102518,1040662,693504,3531501
g__Sulfobacillus.s__Sulfobacillus_acidophilus,630002,946186,835732,710870,3122790
g__Sulfobacillus.s__Sulfobacillus_thermosulfidooxidans,764532,819528,738690,828002,3150752
g__Sulfolobus.s__Sulfolobus_acidocaldarius,665693,428392,303391,555410,1952886
g__Sulfolobus.s__Sulfolobus_islandicus,1512887,917379,636514,1283925,4350675
g__Sulfolobus.s__Sulfolobus_solfataricus,957157,591111,405041,812118,2765424
g__Sulfolobus.s__Sulfolobus_tokodaii,803500,443609,307225,689294,2243628
g__Sulfuricella.s__Sulfuricella_denitrificans,623382,822515,791577,593299,2830770
g__Sulfuricurvum.s__Sulfuricurvum_kujiense,689379,566108,529998,617422,2402907
g__Sulfurihydrogenibium.s__Sulfurihydrogenibium_azorense,583092,283060,213851,435792,1515792
g__Sulfurihydrogenibium.s__Sulfurihydrogenibium_sp_YO3AOP1,599370,289019,209655,457162,1555206
g__Sulfurihydrogenibium.s__Sulfurihydrogenibium_yellowstonense,498933,244423,178405,375171,1296932
g__Sulfurimonas.s__Sulfurimonas_autotrophica,708167,399302,319503,596420,2023392
g__Sulfurimonas.s__Sulfurimonas_denitrificans,715424,398937,305373,603394,2023128
g__Sulfurimonas.s__Sulfurimonas_gotlandica,980141,521789,408065,829327,2739262
g__Sulfurimonas.s__Sulfurimonas_sp_AST_10,753081,421399,329458,626424,2130362
g__Sulfurospirillum.s__Sulfurospirillum_barnesii,725052,500354,414784,695466,2335656
g__Sulfurospirillum.s__Sulfurospirillum_deleyianum,652070,459463,371159,626416,2109108
g__Sulfurovum.s__Sulfurovum_sp_AR,623704,426720,348460,535129,1934013
g__Sulfurovum.s__Sulfurovum_sp_NBC37_1,698731,545250,484023,572681,2300685
g__Sutterella.s__Sutterella_parvirubra,371243,670801,709480,344514,2096038
g__Sutterella.s__Sutterella_wadsworthensis,1063256,1491803,1575016,1077347,5207419
g__Symbiobacterium.s__Symbiobacterium_thermophilum,460305,1085106,1017047,463621,3026079
g__Synechococcus.s__Synechococcus_elongatus,508349,671152,673499,545725,2398725
g__Synechococcus.s__Synechococcus_sp_BL107,439695,574221,539823,465106,2018845
g__Synechococcus.s__Synechococcus_sp_CB0101,407191,783056,776492,432897,2399636
g__Synechococcus.s__Synechococcus_sp_CB0205,373048,676310,687126,398023,2134507
g__Synechococcus.s__Synechococcus_sp_CC9311,507793,620350,584831,541976,2254950
g__Synechococcus.s__Synechococcus_sp_CC9605,422058,661257,645658,441185,2170158
g__Synechococcus.s__Synechococcus_sp_CC9902,436753,563578,532794,465079,1998204
g__Synechococcus.s__Synechococcus_sp_JA_2_3B_a_2_13,502463,777136,752739,542262,2574594
g__Synechococcus.s__Synechococcus_sp_JA_3_3Ab,450495,745246,737884,483796,2417421
g__Synechococcus.s__Synechococcus_sp_PCC_6312,776940,776879,770904,805291,3130014
g__Synechococcus.s__Synechococcus_sp_PCC_7002,653404,656488,680532,646420,2636844
g__Synechococcus.s__Synechococcus_sp_PCC_7335,1251566,1239762,1151724,1211271,4854323
g__Synechococcus.s__Synechococcus_sp_PCC_7336,911471,1140072,1101428,941836,4094807
g__Synechococcus.s__Synechococcus_sp_PCC_7502,861895,644165,580901,847657,2934618
g__Synechococcus.s__Synechococcus_sp_RCC307,389621,647920,632599,421775,2091915
g__Synechococcus.s__Synechococcus_sp_RS9916,451350,712702,704189,474009,2342250
g__Synechococcus.s__Synechococcus_sp_RS9917,377478,733820,729420,412354,2253072
g__Synechococcus.s__Synechococcus_sp_WH_5701,422922,874722,887307,461236,2646187
g__Synechococcus.s__Synechococcus_sp_WH_7803,413900,671737,660732,450918,2197287
g__Synechococcus.s__Synechococcus_sp_WH_7805,471720,693551,676802,503512,2345585
g__Synechococcus.s__Synechococcus_sp_WH_8016,527212,677223,639626,554803,2398864
g__Synechococcus.s__Synechococcus_sp_WH_8102,414636,664545,639666,437688,2156535
g__Synechococcus.s__Synechococcus_sp_WH_8109,356531,578067,563277,377560,1875315
g__Synechocystis.s__Synechocystis_sp_PCC_6803,783332,766943,730984,793543,3074802
g__Synechocystis.s__Synechocystis_sp_PCC_7509,1223813,917009,834588,1143806,4119153
g__Synergistes.s__Synergistes_sp_3_1_syn1,657290,846194,802255,555624,2861363
g__Syntrophobacter.s__Syntrophobacter_fumaroxidans,830652,1250714,1185947,780200,4047513
g__Syntrophobotulus.s__Syntrophobotulus_glycolicus,797191,740809,609570,718907,2866477
g__Syntrophomonas.s__Syntrophomonas_wolfei,677375,604295,482229,610760,2374659
g__Syntrophothermus.s__Syntrophothermus_lipocalidus,523761,600076,463713,474893,2062443
g__Syntrophus.s__Syntrophus_aciditrophicus,679999,757348,694157,633743,2765247
g__T4likevirus.s__Acinetobacter_phage_133,48783,32753,28606,43984,154126
g__T4likevirus.s__Acinetobacter_phage_Ac42,52779,31241,27245,48577,159833
g__T4likevirus.s__Acinetobacter_phage_Acj61,49108,30904,29401,43415,152828
g__T4likevirus.s__Acinetobacter_phage_Acj9,50783,32906,31755,44727,160171
g__T4likevirus.s__Aeromonas_phage_25,45305,31878,28286,39922,145391
g__T4likevirus.s__Aeromonas_phage_31,47729,36679,34635,41948,160991
g__T4likevirus.s__Aeromonas_phage_44RR2_8t,48170,36974,34921,42343,162408
g__T4likevirus.s__Aeromonas_phage_65,70999,46598,35183,65944,218721
g__T4likevirus.s__Aeromonas_phage_Aeh1,66968,51496,43323,58674,220461
g__T4likevirus.s__Aeromonas_phage_Aes012,45634,32468,28758,40433,147293
g__T4likevirus.s__Aeromonas_phage_Aes508,45362,32051,28412,39719,145544
g__T4likevirus.s__Aeromonas_phage_CC2,69365,47646,37339,63813,218163
g__T4likevirus.s__Aeromonas_phage_phiAS4,49181,34999,31080,43459,158719
g__T4likevirus.s__Aeromonas_phage_phiAS5,63237,48653,41245,55107,208242
g__T4likevirus.s__Cronobacter_phage_vB_CsaM_GAP161,52062,40736,35539,44202,172539
g__T4likevirus.s__Enterobacteria_phage_Bp7,50810,34502,30020,48219,163548
g__T4likevirus.s__Enterobacteria_phage_CC31,49522,33933,29577,45882,158914
g__T4likevirus.s__Enterobacteria_phage_HX01,4870,2919,2288,4308,14385
g__T4likevirus.s__Enterobacteria_phage_IME08,49603,33789,29670,46680,159742
g__T4likevirus.s__Enterobacteria_phage_ime09,53035,31401,24930,48816,158182
g__T4likevirus.s__Enterobacteria_phage_JS10,50091,34343,29874,47627,161935
g__T4likevirus.s__Enterobacteria_phage_JSE,49855,35719,28217,43178,156969
g__T4likevirus.s__Enterobacteria_phage_JS,49309,33821,29523,46927,159580
g__T4likevirus.s__Enterobacteria_phage_Phi1,48834,35042,27700,42633,154209
g__T4likevirus.s__Enterobacteria_phage_RB14,52870,31001,24362,48460,156693
g__T4likevirus.s__Enterobacteria_phage_RB16,51851,39951,34568,44373,170743
g__T4likevirus.s__Enterobacteria_phage_RB32,53093,31121,24427,48634,157275
g__T4likevirus.s__Enterobacteria_phage_RB43,51890,39996,34461,44587,170934
g__T4likevirus.s__Enterobacteria_phage_RB49,48740,34999,27661,42635,154035
g__T4likevirus.s__Enterobacteria_phage_RB51,53747,31534,24760,49364,159405
g__T4likevirus.s__Enterobacteria_phage_RB69,50905,32064,27556,47098,157623
g__T4likevirus.s__Enterobacteria_phage_vB_EcoM_ACG_C40,54091,31679,24908,49398,160076
g__T4likevirus.s__Enterobacteria_phage_vB_EcoM_VR7,50477,35330,30379,45523,161709
g__T4likevirus.s__Escherichia_phage_Lw1,51041,39386,34029,43831,168287
g__T4likevirus.s__Escherichia_phage_wV7,53191,31429,24688,49038,158346
g__T4likevirus.s__Klebsiella_phage_KP15,50519,37404,31930,44577,164430
g__T4likevirus.s__Klebsiella_phage_KP27,51570,38105,32321,45568,167564
g__T4likevirus.s__Prochlorococcus_phage_P_SSM2,81667,50635,35495,74039,241836
g__T4likevirus.s__Prochlorococcus_phage_P_SSM4,51834,30642,24429,41851,148756
g__T4likevirus.s__Salmonella_phage_S16,50377,31175,25288,45418,152258
g__T4likevirus.s__Shigella_phage_Shfl2,51998,30656,24246,47843,154743
g__T4likevirus.s__Shigella_phage_SP18,50229,35159,30220,45415,161023
g__T4likevirus.s__Synechococcus_phage_metaG_MbCM1,55591,37579,33513,50709,177392
g__T4likevirus.s__Synechococcus_phage_S_MbCM6,47067,32509,27061,43924,150561
g__T4likevirus.s__Synechococcus_phage_S_PM2,60342,37557,31767,54989,184655
g__T4likevirus.s__Synechococcus_phage_S_RSM4,56512,40468,35689,52067,184736
g__T4likevirus.s__Synechococcus_phage_syn9,52220,37742,32681,50436,173079
g__T5likevirus.s__Enterobacteria_phage_SPC35,28788,19808,16247,26513,91356
g__T5likevirus.s__Enterobacteria_phage_T5,33282,23140,19492,30553,106467
g__T5likevirus.s__Escherichia_phage_bV_EcoS_AKFV33,30139,20822,17055,27820,95836
g__T5likevirus.s__Vibrio_phage_pVp_1,31795,20480,17352,25767,95394
g__T7likevirus.s__Enterobacteria_phage_13a,9744,9550,8241,8811,36346
g__T7likevirus.s__Enterobacteria_phage_285P,9291,9379,8112,8713,35495
g__T7likevirus.s__Enterobacteria_phage_BA14,9420,9504,8229,8912,36065
g__T7likevirus.s__Enterobacteria_phage_EcoDS1,9387,9758,8475,8542,36162
g__T7likevirus.s__Enterobacteria_phage_K1F,9178,9606,8248,8534,35566
g__T7likevirus.s__Enterobacteria_phage_K30,9676,10651,9432,8478,38237
g__T7likevirus.s__Enterobacteria_phage_T3,10268,10656,9152,9255,39331
g__T7likevirus.s__Enterobacteria_phage_T7,10992,10565,9307,9885,40749
g__T7likevirus.s__Erwinia_phage_FE44,9580,9620,8332,8971,36503
g__T7likevirus.s__Erwinia_phage_vB_EamP_L1,9289,10471,9256,8549,37565
g__T7likevirus.s__Klebsiella_phage_K11,9509,10606,9451,8362,37928
g__T7likevirus.s__Klebsiella_phage_KP32,9644,10641,9465,8376,38126
g__T7likevirus.s__Kluyvera_phage_Kvp1,9443,9500,8127,8761,35831
g__T7likevirus.s__Morganella_phage_MmP1,9603,8954,7481,8702,34740
g__T7likevirus.s__Pseudomonad_phage_gh_1,7836,9969,10215,6903,34923
g__T7likevirus.s__Pseudomonas_phage_phi15,8324,10960,10765,7105,37154
g__T7likevirus.s__Pseudomonas_phage_phiIBB_PF7A,8742,10742,10586,7735,37805
g__T7likevirus.s__Pseudomonas_phage_Phi_S1,8812,10922,10650,7796,38180
g__T7likevirus.s__Salmonella_phage_phiSG_JL2,8778,9514,8221,7942,34455
g__T7likevirus.s__Salmonella_phage_Vi06,9752,9540,8303,8738,36333
g__T7likevirus.s__Stenotrophomonas_phage_IME15,8561,10069,9438,7931,35999
g__T7likevirus.s__Vibrio_phage_ICP3,10155,8377,7203,10172,35907
g__T7likevirus.s__Vibrio_phage_N4,9909,8110,7024,9868,34911
g__T7likevirus.s__Vibriophage_VP4,8720,7329,6276,8830,31155
g__T7likevirus.s__Yersinia_phage_Berlin,9217,9144,7796,8662,34819
g__T7likevirus.s__Yersinia_phage_phiA1122,9748,9472,8340,8849,36409
g__T7likevirus.s__Yersinia_phage_phiYeO3_12,9162,9878,8430,8215,35685
g__T7likevirus.s__Yersinia_phage_Yepe2,9158,9101,7724,8584,34567
g__Talaromyces.s__Talaromyces_marneffei,4711042,4269879,4426082,4427878,17834689
g__Talaromyces.s__Talaromyces_stipitatus,5554610,4946169,5047498,5188274,20736299
g__Tannerella.s__Tannerella_forsythia,806002,739618,661617,710407,2917644
g__Tannerella.s__Tannerella_sp_6_1_58FAA_CT1,1064869,764149,619074,952399,3400446
g__Taupapillomavirus.s__Felis_catus_papillomavirus_3,1881,1826,1436,1739,6879
g__Taupapillomavirus.s__Felis_catus_papillomavirus_4,1606,1722,1357,1525,6207
g__Taylorella.s__Taylorella_asinigenitalis,471394,323871,257181,449267,1501695
g__Taylorella.s__Taylorella_equigenitalis,523760,343354,273981,498510,1639605
g__Tectivirus.s__Bacillus_phage_AP50,4720,3062,2246,3595,13614
g__Tectivirus.s__Bacillus_phage_GIL16c,5077,3413,2544,3642,14667
g__Tectivirus.s__Bacillus_phage_Wip1,4484,2803,1984,3455,12693
g__Tectivirus.s__Enterobacteria_phage_PRD1,3741,3638,3160,3639,14178
g__Tenuivirus.s__Rice_grassy_stunt_virus,6469,4029,2978,5430,18906
g__Tenuivirus.s__Rice_stripe_virus,4846,3255,2678,4089,14868
g__Tepidanaerobacter.s__Tepidanaerobacter_acetatoxydans,810654,528317,388579,669123,2396673
g__Tepovirus.s__Potato_virus_T,2015,1595,1148,1782,6540
g__Teredinibacter.s__Teredinibacter_turnerae,2804081,2984564,2750849,2696301,11235561
g__Terracoccus.s__Terracoccus_sp_273MFTsu3_1,618112,1477360,1661248,621691,4378411
g__Terriglobus.s__Terriglobus_roseus,838296,1267039,1294238,808002,4207575
g__Terriglobus.s__Terriglobus_saanensis,962944,1304266,1339500,957823,4564533
g__Teschovirus.s__Porcine_teschovirus,1825,1507,1489,1890,6711
g__Tetragenococcus.s__Tetragenococcus_halophilus,714770,438884,336571,635119,2125344
g__Tetrahymena.s__Tetrahymena_thermophila,19637585,7150899,6259309,15764222,48804599
g__Tetrapisispora.s__Tetrapisispora_blattae,3138832,1477834,1434474,2692466,8743168
g__Tetrapisispora.s__Tetrapisispora_phaffii,2846247,1470174,1299291,2373864,7989231
g__Tetrasphaera.s__Tetrasphaera_elongata,431484,948889,1014815,448782,2843970
g__Thalassiosira.s__Thalassiosira_pseudonana,4980432,4571258,3999592,4394363,17945645
g__Thalassobacter.s__Thalassobacter_arenae,654929,1035065,985754,640872,3316602
g__Thalassobium.s__Thalassiobium_sp_R2A62,675267,893616,825922,691511,3086178
g__Thalassolituus.s__Thalassolituus_oleivorans,930979,871916,779232,930198,3512325
g__Thalassospira.s__Thalassospira_lucentensis,927254,1166380,1084000,984738,4162372
g__Thalassospira.s__Thalassospira_profundimaris,827614,1103843,1049438,868843,3849738
g__Thalassospira.s__Thalassospira_xiamenensis,913191,1192974,1115648,951091,4172904
g__Thauera.s__Thauera_aminoaromatica,581631,1250904,1328921,572326,3733782
g__Thauera.s__Thauera_phenylacetica,670876,1436243,1522760,656121,4286000
g__Thauera.s__Thauera_selenatis,1519892,2457670,2440292,1496852,7914670
g__Thauera.s__Thauera_sp_27,703857,1353638,1404368,705479,4167342
g__Thauera.s__Thauera_sp_28,638479,1242528,1288345,646180,3815532
g__Thauera.s__Thauera_sp_63,633522,1248291,1282061,626472,3790346
g__Thauera.s__Thauera_sp_MZ1T,624155,1324335,1405057,614546,3968093
g__Thauera.s__Thauera_terpenica,646247,1190620,1208656,657930,3703453
g__Thaumarchaeota_noname.s__Marine_Group_I_thaumarchaeote_SCGC_AB_629_A13,119764,68742,53143,100548,342194
g__Thaumarchaeota_noname.s__Marine_Group_I_thaumarchaeote_SCGC_AB_629_I23,409707,233601,180002,328152,1151426
g__Theileria.s__Theileria_annulata,2140884,1133558,1035581,1761819,6071839
g__Theileria.s__Theileria_parva,1967943,1126836,1050683,1666416,5811842
g__Thermacetogenium.s__Thermacetogenium_phaeum,553829,720648,594551,527237,2396265
g__Thermaerobacter.s__Thermaerobacter_marianensis,317955,899414,836509,340038,2393916
g__Thermaerobacter.s__Thermaerobacter_subterraneus,323115,894722,835654,347131,2400622
g__Thermanaerovibrio.s__Thermanaerovibrio_acidaminovorans,300123,599207,491616,301465,1692411
g__Thermanaerovibrio.s__Thermanaerovibrio_velox,339670,573183,436707,354188,1703748
g__Thermincola.s__Thermincola_potens,744273,691614,546650,670159,2652696
g__Thermoanaerobacterium.s__Thermoanaerobacterium_saccharolyticum,871277,521728,350721,692736,2436462
g__Thermoanaerobacterium.s__Thermoanaerobacterium_thermosaccharolyticum,1247375,711735,468456,993745,3421311
g__Thermoanaerobacterium.s__Thermoanaerobacterium_xylanolyticum,768554,456527,301299,613520,2139900
g__Thermoanaerobacter.s__Thermoanaerobacter_brockii,712831,413905,263323,565917,1955976
g__Thermoanaerobacter.s__Thermoanaerobacter_ethanolicus,1317297,757503,486524,1050272,3611596
g__Thermoanaerobacter.s__Thermoanaerobacter_indiensis,807677,463531,295663,644107,2210897
g__Thermoanaerobacter.s__Thermoanaerobacter_italicus,749871,428648,273458,597632,2049609
g__Thermoanaerobacter.s__Thermoanaerobacter_mathranii,723104,417398,267688,578395,1986585
g__Thermoanaerobacter.s__Thermoanaerobacter_pseudethanolicus,714904,414765,263976,567053,1960698
